171.45	1.33	0.1184	340.	83.411699409419
171.45	1.33	0.1184	340.25	92.71448460237707
171.45	1.33	0.1184	340.5	103.70287671349787
171.45	1.33	0.1184	340.75	116.79911844653405
171.45	1.33	0.1184	341.	132.544424911617
171.45	1.33	0.1184	341.25	151.6216810775095
171.45	1.33	0.1184	341.5	174.86265572270477
171.45	1.33	0.1184	341.75	203.21043662924015
171.45	1.33	0.1184	342.	237.5866428254228
171.45	1.33	0.1184	342.25	278.5982762204885
171.45	1.33	0.1184	342.5	326.0545845441427
171.45	1.33	0.1184	342.75	378.36651280141166
171.45	1.33	0.1184	343.	432.14118935794517
171.45	1.33	0.1184	343.25	482.38778649973614
171.45	1.33	0.1184	343.5	523.629667970963
171.45	1.33	0.1184	343.75	551.6679006203252
171.45	1.33	0.1184	344.	565.136581537641
171.45	1.33	0.1184	344.25	565.9449254015425
171.45	1.33	0.1184	344.5	558.3408555386391
171.45	1.33	0.1184	344.75	547.193628184775
171.45	1.33	0.1184	345.	536.4352181282729
171.45	1.33	0.1184	345.25	528.2931284952001
171.45	1.33	0.1184	345.5	523.3484218201545
171.45	1.33	0.1184	345.75	521.1359663334729
171.45	1.33	0.1184	346.	520.776715004341
171.451	1.33	0.1184	340.	83.34278141757889
171.451	1.33	0.1184	340.25	92.63349729958442
171.451	1.33	0.1184	340.5	103.60686024409773
171.451	1.33	0.1184	340.75	116.68426563322544
171.451	1.33	0.1184	341.	132.40587533126032
171.451	1.33	0.1184	341.25	151.4533833776212
171.451	1.33	0.1184	341.5	174.65742795963277
171.451	1.33	0.1184	341.75	202.96055209516447
171.451	1.33	0.1184	342.	237.2854258997657
171.451	1.33	0.1184	342.25	278.24378127217705
171.451	1.33	0.1184	342.5	325.6517941036481
171.451	1.33	0.1184	342.75	377.93538311158375
171.451	1.33	0.1184	343.	431.7157751123906
171.451	1.33	0.1184	343.25	482.01176064839393
171.451	1.33	0.1184	343.5	523.3441346942594
171.451	1.33	0.1184	343.75	551.4968062840587
171.451	1.33	0.1184	344.	565.0777072565905
171.451	1.33	0.1184	344.25	565.9720881500054
171.451	1.33	0.1184	344.5	558.4154732157443
171.451	1.33	0.1184	344.75	547.2790242547982
171.451	1.33	0.1184	345.	536.5063710386944
171.451	1.33	0.1184	345.25	528.3364591805456
171.451	1.33	0.1184	345.5	523.3699373767247
171.451	1.33	0.1184	345.75	521.1390235802795
171.451	1.33	0.1184	346.	520.7684310508074
171.452	1.33	0.1184	340.	83.27394998842375
171.452	1.33	0.1184	340.25	92.55261904885731
171.452	1.33	0.1184	340.5	103.51097952523395
171.452	1.33	0.1184	340.75	116.56957952813511
171.452	1.33	0.1184	341.	132.2675375056063
171.452	1.33	0.1184	341.25	151.28535060190848
171.452	1.33	0.1184	341.5	174.45252448668438
171.452	1.33	0.1184	341.75	202.71105112493535
171.452	1.33	0.1184	342.	236.984637997453
171.452	1.33	0.1184	342.25	277.88912790747736
171.452	1.33	0.1184	342.5	325.2492720627698
171.452	1.33	0.1184	342.75	377.50436773125995
171.452	1.33	0.1184	343.	431.29015625558634
171.452	1.33	0.1184	343.25	481.635171455957
171.452	1.33	0.1184	343.5	523.0577598809853
171.452	1.33	0.1184	343.75	551.3248172592051
171.452	1.33	0.1184	344.	565.0180423193225
171.452	1.33	0.1184	344.25	565.9987127485433
171.452	1.33	0.1184	344.5	558.489870821225
171.452	1.33	0.1184	344.75	547.3644586595849
171.452	1.33	0.1184	345.	536.5777118247894
171.452	1.33	0.1184	345.25	528.382825082528
171.452	1.33	0.1184	345.5	523.3916524237804
171.452	1.33	0.1184	345.75	521.1421778573259
171.452	1.33	0.1184	346.	520.7601983304786
171.453	1.33	0.1184	340.	83.20520532478136
171.453	1.33	0.1184	340.25	92.47184353209636
171.453	1.33	0.1184	340.5	103.41523150550375
171.453	1.33	0.1184	340.75	116.45505987170097
171.453	1.33	0.1184	341.	132.12941109382294
171.453	1.33	0.1184	341.25	151.1175829793512
171.453	1.33	0.1184	341.5	174.2479445292317
171.453	1.33	0.1184	341.75	202.46193619595832
171.453	1.33	0.1184	342.	236.68427900551177
171.453	1.33	0.1184	342.25	277.5348968097893
171.453	1.33	0.1184	342.5	324.84714060350876
171.453	1.33	0.1184	342.75	377.07346743967673
171.453	1.33	0.1184	343.	430.8643345330868
171.453	1.33	0.1184	343.25	481.25802173657456
171.453	1.33	0.1184	343.5	522.7705445184323
171.453	1.33	0.1184	343.75	551.151850706878
171.453	1.33	0.1184	344.	564.9575665971565
171.453	1.33	0.1184	344.25	566.0247972608879
171.453	1.33	0.1184	344.5	558.564044141112
171.453	1.33	0.1184	344.75	547.4499275845023
171.453	1.33	0.1184	345.	536.6491341538876
171.453	1.33	0.1184	345.25	528.4294010742559
171.453	1.33	0.1184	345.5	523.4135406546981
171.453	1.33	0.1184	345.75	521.1454547811995
171.453	1.33	0.1184	346.	520.7520449536389
171.454	1.33	0.1184	340.	83.13654711721318
171.454	1.33	0.1184	340.25	92.39117895074139
171.454	1.33	0.1184	340.5	103.3196311136993
171.454	1.33	0.1184	340.75	116.34070967638601
171.454	1.33	0.1184	341.	131.99149489994974
171.454	1.33	0.1184	341.25	150.9500789150859
171.454	1.33	0.1184	341.5	174.0436905085586
171.454	1.33	0.1184	341.75	202.21320706497633
171.454	1.33	0.1184	342.	236.38435011925782
171.454	1.33	0.1184	342.25	277.18108916745655
171.454	1.33	0.1184	342.5	324.44533650211923
171.454	1.33	0.1184	342.75	376.6426870873309
171.454	1.33	0.1184	343.	430.4383127201575
171.454	1.33	0.1184	343.25	480.8803194679291
171.454	1.33	0.1184	343.5	522.4824917817842
171.454	1.33	0.1184	343.75	550.9779101889443
171.454	1.33	0.1184	344.	564.8962902267606
171.454	1.33	0.1184	344.25	566.0503365483818
171.454	1.33	0.1184	344.5	558.6379820917133
171.454	1.33	0.1184	344.75	547.5354126403321
171.454	1.33	0.1184	345.	536.7208318355214
171.454	1.33	0.1184	345.25	528.476182330806
171.454	1.33	0.1184	345.5	523.4356020857721
171.454	1.33	0.1184	345.75	521.1488460731564
171.454	1.33	0.1184	346.	520.7439762884467
171.455	1.33	0.1184	340.	83.06797515602292
171.455	1.33	0.1184	340.25	92.31062394700568
171.455	1.33	0.1184	340.5	103.22415073848887
171.455	1.33	0.1184	340.75	116.22652739670514
171.455	1.33	0.1184	341.	131.85379008169622
171.455	1.33	0.1184	341.25	150.78283846033392
171.455	1.33	0.1184	341.5	173.83976204361886
171.455	1.33	0.1184	341.75	201.96486202192153
171.455	1.33	0.1184	342.	236.0848491678048
171.455	1.33	0.1184	342.25	276.8277051576291
171.455	1.33	0.1184	342.5	324.04386501126714
171.455	1.33	0.1184	342.75	376.2120282312101
171.455	1.33	0.1184	343.	430.01209364517206
171.455	1.33	0.1184	343.25	480.5020566398934
171.455	1.33	0.1184	343.5	522.1936028830844
171.455	1.33	0.1184	343.75	550.8030713873828
171.455	1.33	0.1184	344.	564.8341736853786
171.455	1.33	0.1184	344.25	566.0753288876715
171.455	1.33	0.1184	344.5	558.7120210547586
171.455	1.33	0.1184	344.75	547.62079975782
171.455	1.33	0.1184	345.	536.7926753696174
171.455	1.33	0.1184	345.25	528.5231136177275
171.455	1.33	0.1184	345.5	523.4578370910004
171.455	1.33	0.1184	345.75	521.1523576511039
171.455	1.33	0.1184	346.	520.7359391992316
171.456	1.33	0.1184	340.	82.99948927464494
171.456	1.33	0.1184	340.25	92.23017304479313
171.456	1.33	0.1184	340.5	103.12880279722928
171.456	1.33	0.1184	340.75	116.1125124778935
171.456	1.33	0.1184	341.	131.7162955540914
171.456	1.33	0.1184	341.25	150.61586117971623
171.456	1.33	0.1184	341.5	173.63615709873366
171.456	1.33	0.1184	341.75	201.71690383914984
171.456	1.33	0.1184	342.	235.78577659142894
171.456	1.33	0.1184	342.25	276.4747468047528
171.456	1.33	0.1184	342.5	323.6427225129154
171.456	1.33	0.1184	342.75	375.78149247502745
171.456	1.33	0.1184	343.	429.58568016528574
171.456	1.33	0.1184	343.25	480.1232428545803
171.456	1.33	0.1184	343.5	521.9038793603605
171.456	1.33	0.1184	343.75	550.6272960326258
171.456	1.33	0.1184	344.	564.7712242206887
171.456	1.33	0.1184	344.25	566.0997709626988
171.456	1.33	0.1184	344.5	558.7851617492383
171.456	1.33	0.1184	344.75	547.7064332103333
171.456	1.33	0.1184	345.	536.8646887359464
171.456	1.33	0.1184	345.25	528.5703332869479
171.456	1.33	0.1184	345.5	523.4802458102732
171.456	1.33	0.1184	345.75	521.1559915448973
171.456	1.33	0.1184	346.	520.7279801887048
171.457	1.33	0.1184	340.	82.93108926261371
171.457	1.33	0.1184	340.25	92.14982839091306
171.457	1.33	0.1184	340.5	103.03358761887476
171.457	1.33	0.1184	340.75	115.99866470656048
171.457	1.33	0.1184	341.	131.57901193860707
171.457	1.33	0.1184	341.25	150.44914662971706
171.457	1.33	0.1184	341.5	173.43287532459632
171.457	1.33	0.1184	341.75	201.46933181622958
171.457	1.33	0.1184	342.	235.48713207623624
171.457	1.33	0.1184	342.25	276.1222105362083
171.457	1.33	0.1184	342.5	323.24191601306075
171.457	1.33	0.1184	342.75	375.3510759701856
171.457	1.33	0.1184	343.	429.15907521472735
171.457	1.33	0.1184	343.25	479.7438791367738
171.457	1.33	0.1184	343.5	521.6133229231267
171.457	1.33	0.1184	343.75	550.4505847229517
171.457	1.33	0.1184	344.	564.7013195729643
171.457	1.33	0.1184	344.25	566.123661832913
171.457	1.33	0.1184	344.5	558.8583739399758
171.457	1.33	0.1184	344.75	547.7919857923184
171.457	1.33	0.1184	345.	536.9368544911163
171.457	1.33	0.1184	345.25	528.6177425992253
171.457	1.33	0.1184	345.5	523.5028349554759
171.457	1.33	0.1184	345.75	521.1597502682608
171.457	1.33	0.1184	346.	520.7201135780186
171.458	1.33	0.1184	340.	82.86277483467494
171.458	1.33	0.1184	340.25	92.06958940873234
171.458	1.33	0.1184	340.5	102.93850577597408
171.458	1.33	0.1184	340.75	115.88498327824149
171.458	1.33	0.1184	341.	131.4419365192247
171.458	1.33	0.1184	341.25	150.28269434486427
171.458	1.33	0.1184	341.5	173.22991720319473
171.458	1.33	0.1184	341.75	201.2221412276412
171.458	1.33	0.1184	342.	235.18891529051353
171.458	1.33	0.1184	342.25	275.77009909812875
171.458	1.33	0.1184	342.5	322.84144452689134
171.458	1.33	0.1184	342.75	374.92080104060295
171.458	1.33	0.1184	343.	428.73228227632444
171.458	1.33	0.1184	343.25	479.3639682542
171.458	1.33	0.1184	343.5	521.3219351725695
171.458	1.33	0.1184	343.75	550.272939267675
171.458	1.33	0.1184	344.	564.6366288878789
171.458	1.33	0.1184	344.25	566.146996624859
171.458	1.33	0.1184	344.5	558.9313796247226
171.458	1.33	0.1184	344.75	547.8775631710998
171.458	1.33	0.1184	345.	537.0092094423426
171.458	1.33	0.1184	345.25	528.6653609792373
171.458	1.33	0.1184	345.5	523.5256172759723
171.458	1.33	0.1184	345.75	521.1636474788249
171.458	1.33	0.1184	346.	520.7122780383811
171.459	1.33	0.1184	340.	82.79454591788662
171.459	1.33	0.1184	340.25	91.989457247133
171.459	1.33	0.1184	340.5	102.843555224509
171.459	1.33	0.1184	340.75	115.77146938840346
171.459	1.33	0.1184	341.	131.30507009283036
171.459	1.33	0.1184	341.25	150.11650374974676
171.459	1.33	0.1184	341.5	173.02728157305899
171.459	1.33	0.1184	341.75	200.97533573790426
171.459	1.33	0.1184	342.	234.89112481029073
171.459	1.33	0.1184	342.25	275.4184121325179
171.459	1.33	0.1184	342.5	322.4413088121742
171.459	1.33	0.1184	342.75	374.490649495176
171.459	1.33	0.1184	343.	428.30530359932135
171.459	1.33	0.1184	343.25	478.98351458972166
171.459	1.33	0.1184	343.5	521.0297175942547
171.459	1.33	0.1184	343.75	550.0943611960214
171.459	1.33	0.1184	344.	564.5774486003319
171.459	1.33	0.1184	344.25	566.1697780688585
171.459	1.33	0.1184	344.5	559.0041483460619
171.459	1.33	0.1184	344.75	547.9631701912643
171.459	1.33	0.1184	345.	537.0817325410532
171.459	1.33	0.1184	345.25	528.71319163301
171.459	1.33	0.1184	345.5	523.5485730342168
171.459	1.33	0.1184	345.75	521.1676513288785
171.459	1.33	0.1184	346.	520.7045654828855
171.46	1.33	0.1184	340.	82.7264022740263
171.46	1.33	0.1184	340.25	91.90942981482108
171.46	1.33	0.1184	340.5	102.74873672703926
171.46	1.33	0.1184	340.75	115.65811899999358
171.46	1.33	0.1184	341.	131.16841256790823
171.46	1.33	0.1184	341.25	149.95057430896094
171.46	1.33	0.1184	341.5	172.82496650074177
171.46	1.33	0.1184	341.75	200.7289136771237
171.46	1.33	0.1184	342.	234.59376199512755
171.46	1.33	0.1184	342.25	275.06714937109365
171.46	1.33	0.1184	342.5	322.0415131573006
171.46	1.33	0.1184	342.75	374.060628142749
171.46	1.33	0.1184	343.	427.87814469925377
171.46	1.33	0.1184	343.25	478.6025201714614
171.46	1.33	0.1184	343.5	520.7366717667852
171.46	1.33	0.1184	343.75	549.9148422790182
171.46	1.33	0.1184	344.	564.511207316328
171.46	1.33	0.1184	344.25	566.1920001352968
171.46	1.33	0.1184	344.5	559.0767118038696
171.46	1.33	0.1184	344.75	548.0487980324268
171.46	1.33	0.1184	345.	537.1544357539075
171.46	1.33	0.1184	345.25	528.7612890348084
171.46	1.33	0.1184	345.5	523.5717099988748
